Media,Detail,Unit,Concentration,Year,Month,Longitude_east,Latitude_north,Reference,Sample_Size_and scope,Methodology,Backup_information
water,surface water,ng/L,90,2018,7,110.391694,19.801083,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 52 drainage channels","Surface water was collected at depths below 80 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.31 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.385361,19.823806,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 53 drainage channels","Surface water was collected at depths below 81 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.32 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.395694,19.824694,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 54 drainage channels","Surface water was collected at depths below 82 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.33 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.398028,19.840806,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 55 drainage channels","Surface water was collected at depths below 83 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.34 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.420083,19.843278,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 56 drainage channels","Surface water was collected at depths below 84 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.35 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.380667,19.765639,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 57 drainage channels","Surface water was collected at depths below 85 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.36 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.419222,19.897611,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 58 drainage channels","Surface water was collected at depths below 86 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.37 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.42625,19.886278,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 59 drainage channels","Surface water was collected at depths below 87 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.38 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.431833,19.906778,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 60 drainage channels","Surface water was collected at depths below 88 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.39 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.425694,19.925972,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 61 drainage channels","Surface water was collected at depths below 89 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.40 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.425806,19.933194,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 62 drainage channels","Surface water was collected at depths below 90 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.41 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.421333,19.9395,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 63 drainage channels","Surface water was collected at depths below 91 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.42 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.268528,19.159278,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 64 drainage channels","Surface water was collected at depths below 92 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.43 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.292667,19.15375,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 65 drainage channels","Surface water was collected at depths below 93 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.44 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.315778,19.1665,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 66 drainage channels","Surface water was collected at depths below 94 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.45 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.311861,19.157333,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 67 drainage channels","Surface water was collected at depths below 95 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.46 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.334167,19.152917,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 68 drainage channels","Surface water was collected at depths below 96 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.47 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.3555,19.182028,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 69 drainage channels","Surface water was collected at depths below 97 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.48 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.368111,19.183722,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 70 drainage channels","Surface water was collected at depths below 98 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.49 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.366917,19.190417,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 71 drainage channels","Surface water was collected at depths below 99 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.50 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.396861,19.209167,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 72 drainage channels","Surface water was collected at depths below 100 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.51 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.410306,19.2285,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 73 drainage channels","Surface water was collected at depths below 101 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.52 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.409278,19.243917,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 74 drainage channels","Surface water was collected at depths below 102 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.53 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.426528,19.2535,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 75 drainage channels","Surface water was collected at depths below 103 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.54 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.442667,19.222139,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 76 drainage channels","Surface water was collected at depths below 104 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.55 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.466111,19.211861,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 77 drainage channels","Surface water was collected at depths below 105 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.56 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.464833,19.192278,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 78 drainage channels","Surface water was collected at depths below 106 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.57 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.488556,19.195917,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 79 drainage channels","Surface water was collected at depths below 107 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.58 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.502722,19.16475,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 80 drainage channels","Surface water was collected at depths below 108 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.59 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.500611,19.136972,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 81 drainage channels","Surface water was collected at depths below 109 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.60 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.520417,19.147667,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 82 drainage channels","Surface water was collected at depths below 110 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.61 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.528694,19.133917,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 83 drainage channels","Surface water was collected at depths below 111 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.62 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.538333,19.153111,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 84 drainage channels","Surface water was collected at depths below 112 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.63 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,90,2018,7,110.547861,19.142333,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 85 drainage channels","Surface water was collected at depths below 113 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.64 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,109.964278,19.67575,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 86 drainage channels","Surface water was collected at depths below 114 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.65 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,109.976056,19.707306,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 87 drainage channels","Surface water was collected at depths below 115 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.66 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.025444,19.714306,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 88 drainage channels","Surface water was collected at depths below 116 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.67 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.040667,19.717139,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 89 drainage channels","Surface water was collected at depths below 117 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.68 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.079222,19.738222,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 90 drainage channels","Surface water was collected at depths below 118 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.69 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.109333,19.730583,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 91 drainage channels","Surface water was collected at depths below 119 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.70 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.126583,19.748472,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 92 drainage channels","Surface water was collected at depths below 120 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.71 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.154361,19.735056,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 93 drainage channels","Surface water was collected at depths below 121 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.72 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.177917,19.739444,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 94 drainage channels","Surface water was collected at depths below 122 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.73 μg/L, respectively. Chlorpyrifos was the primary LP detected"
